Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Status,Status_Description,Crime_Category,Weapon_desc,Weapon_cd,Mode_cd
11100    CANTLAY                      ST,34.2021,-118.3725,10/02/2020,10/01/2020,22:40:00,15,N Hollywood,1506,2,29,M,H,122,"VEHICLE, PASSENGER/TRUCK",AA,Adult Arrest,Property Crimes,PC,PC_cd,1300 0329
8300    RESEDA                       BL,34.2207,-118.5361,4/01/2020 ,03/31/2020,17:00:00,17,Devonshire,1794,1,54,F,O,203,OTHER BUSINESS,IC,Invest Cont,Property Crimes,PC,PC_cd,1607 0344 0321
2200    BELLEVUE                     AV,34.0736,-118.2682,12/23/2020,12/23/2020,09:30:00,2,Rampart,216,2,38,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0913 1813 1243 0448
300    HOLT                         AV,34.0736,-118.3785,05/28/2020,4/11/2020 ,17:07:00,7,Wilshire,721,2,52,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1822 0928
3000    BRIGHTON                     AV,34.0274,-118.3015,4/05/2020 ,2/05/2020 ,13:00:00,3,Southwest,337,2,50,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1822 0342 1309
8500    ALCOTT                       ST,34.0524,-118.3762,07/30/2020,07/29/2020,14:30:00,8,West LA,859,1,40,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,0394 0344 0352 1210 1822
11900    NEENACH                      ST,34.2277,-118.3934,02/17/2021,11/28/2020,15:00:00,16,Foothill,1682,2,51,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1501
73RD                         ST,33.9739,-118.2696,12/04/2020,12/04/2020,17:15:00,12,77th Street,1258,2,57,M,B,102,SIDEWALK,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1813 1821 0913 0416 0446 1309
12700    MILLENNIUM                   DR,33.9754,-118.4178,07/22/2020,7/11/2020 ,12:00:00,14,Pacific,1464,1,58,M,W,120,STORAGE SHED,IC,Invest Cont,Property Crimes,PC,PC_cd,947
600 W  FLORENCE                     AV,33.979,-118.2839,2/01/2020 ,2/01/2020 ,19:00:00,12,77th Street,1249,1,52,M,H,401,MINI-MART,AO,Adult Other,Property Crimes,PC,PC_cd,0344 0325 1822
6300    VARIEL                       AV,34.1845,-118.5928,7/04/2020 ,7/04/2020 ,07:30:00,21,Topanga,2158,1,47,M,H,101,STREET,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0416 0417 0429 2004 1822
11600    VANPORT                      AV,34.282,-118.3944,02/13/2021,12/25/2020,12:00:00,16,Foothill,1605,2,61,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1202 0416 2000 1813
500 W  88TH                         ST,33.9574,-118.2847,11/11/2020,11/11/2020,20:00:00,18,Southeast,1801,2,31,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,VC,VC_cd,2000 0448 0400 0913 1814
800 N  KINGSLEY                     DR,34.0849,-118.3028,08/20/2020,08/20/2020,20:10:00,6,Hollywood,678,2,31,F,B,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Crimes against Public Order,VERBAL THREAT,511.0,0421 1810
MAIN                         ST,34.0238,-118.2693,08/29/2020,08/29/2020,07:00:00,13,Newton,1331,1,45,M,B,101,STREET,AA,Adult Arrest,Violent Crimes,AIR PISTOL/REVOLVER/RIFLE/BB GUN,114.0,2000 1813 0416 0913 1402
7000    CHIMINEAS                    AV,34.1975,-118.5284,1/12/2020 ,1/12/2020 ,00:50:00,10,West Valley,1025,2,28,M,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0416
3100    8TH                          AV,34.0276,-118.326,12/05/2020,12/03/2020,11:50:00,3,Southwest,335,2,15,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0100 0344 0701 0800 1251 1822 1914
21900    VANOWEN                      ST,34.1938,-118.6037,08/27/2020,08/27/2020,12:00:00,21,Topanga,2156,1,21,M,X,404,DEPARTMENT STORE,IC,Invest Cont,Property Crimes,PC,PC_cd,0325 0352
1000 N  SERRANO                      AV,34.0885,-118.3064,03/21/2020,03/21/2020,23:20:00,6,Hollywood,678,1,25,M,W,101,STREET,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0416 0429 0417 0305 1822 0216
4300 W  MARTIN LUTHER KING JR        BL,34.0163,-118.3441,2/05/2020 ,01/30/2020,14:15:00,3,Southwest,362,1,13,M,H,720,JUNIOR HIGH SCHOOL,IC,Invest Cont,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,1824 2024 0445 0411 1251 1258 0334 0913
1400 S  BURLINGTON                   AV,34.0424,-118.281,07/24/2020,07/24/2020,21:25:00,2,Rampart,295,2,65,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,1817 1202 0913 1307 1609
5700    LEXINGTON                    AV,34.0928,-118.3158,06/15/2020,06/15/2020,04:45:00,6,Hollywood,668,2,26,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0928 1822
600 N  WILTON                       PL,34.0799,-118.3181,08/19/2020,8/08/2020 ,15:00:00,20,Olympic,2001,1,52,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0913 1817 0344 0337 1300 0377
600 E  83RD                         ST,33.9638,-118.2651,05/16/2020,05/15/2020,23:15:00,12,77th Street,1269,1,26,F,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0329 1307 1609 0344
RAYEN                        ST,34.2319,-118.4677,8/01/2020 ,8/01/2020 ,13:00:00,19,Mission,1981,1,52,F,H,102,SIDEWALK,AA,Adult Arrest,Property Crimes,TOY GUN,112.0,1402 0325 0334 0312 2004 1822
3900 S  BUDLONG                      AV,34.0145,-118.298,5/01/2020 ,5/01/2020 ,17:40:00,3,Southwest,377,1,29,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Crimes against Public Order,UNKNOWN WEAPON/OTHER WEAPON,500.0,0432 0443 0913 0334
13800    CUMPSTON                     ST,34.1694,-118.4341,8/10/2020 ,8/08/2020 ,18:00:00,9,Van Nuys,946,1,40,M,W,104,DRIVEWAY,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1822
13000    CARL                         ST,34.2688,-118.4158,6/06/2020 ,6/06/2020 ,12:10:00,16,Foothill,1623,2,42,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 2004 0444 1813
3400    GREENWOOD                    AV,34.0083,-118.4483,3/12/2020 ,3/09/2020 ,01:00:00,14,Pacific,1416,1,58,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,1606 0344
600    SWARTHMORE                   AV,34.0402,-118.5276,9/04/2020 ,9/04/2020 ,14:15:00,8,West LA,823,2,55,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,100
9800    AIRPORT                      BL,33.9472,-118.3909,05/27/2020,05/27/2020,00:20:00,14,Pacific,1496,1,27,M,B,108,PARKING LOT,IC,Invest Cont,Violent Crimes,SEMI-AUTOMATIC PISTOL,109.0,0450 0344 1100 0302 1407 0913
400 N  LA CIENEGA                   BL,34.0784,-118.3766,6/11/2020 ,05/30/2020,16:00:00,7,Wilshire,711,1,45,F,A,405,CLOTHING STORE,IC,Invest Cont,Property Crimes,PC,PC_cd,1822 1609 0601 0325 0344
PICO                         BL,34.0486,-118.3347,8/04/2020 ,8/03/2020 ,10:30:00,7,Wilshire,765,2,19,M,H,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",AA,Adult Arrest,Violent Crimes,VERBAL THREAT,511.0,0356 2004 1212
800 N  CROFT                        AV,34.0854,-118.3742,3/02/2020 ,3/02/2020 ,23:00:00,7,Wilshire,701,1,61,M,A,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1606 1402 0314
14600    RAYEN                        ST,34.2318,-118.4503,02/22/2020,02/22/2020,13:55:00,19,Mission,1985,2,64,M,H,101,STREET,IC,Invest Cont,Crimes against Public Order,VERBAL THREAT,511.0,1202 0421
45TH                         ST,34.0029,-118.2732,3/11/2020 ,3/11/2020 ,17:20:00,13,Newton,1352,2,37,F,B,122,"VEHICLE, PASSENGER/TRUCK",AO,Adult Other,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1307 0329 0913
600 E  83RD                         ST,33.9637,-118.2651,6/08/2020 ,05/25/2020,02:00:00,12,77th Street,1269,2,17,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1251 1259 0500 0913 0360 0516 0527 1206 0522
2200    SICHEL                       ST,34.0702,-118.213,3/06/2021 ,11/02/2020,12:00:00,4,Hollenbeck,422,2,74,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,100
FOUNTAIN,34.0944,-118.319,03/20/2020,03/19/2020,16:00:00,6,Hollywood,667,1,20,F,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,1307 0344 0329 1822 1300
S  LAKE                         ST,34.0629,-118.2741,04/29/2020,04/22/2020,12:30:00,2,Rampart,245,1,29,M,O,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,Property Crimes,PC,PC_cd,0311 0329 1602
1000 S  PARK VIEW                    ST,34.0533,-118.2829,5/09/2020 ,5/08/2020 ,22:30:00,2,Rampart,271,1,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0321 1402 1501
1500    ALCAZAR                      ST,34.0635,-118.2058,08/20/2020,08/20/2020,13:30:00,4,Hollenbeck,443,2,48,M,W,213,WAREHOUSE,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0305
9100    ALCOTT                       ST,34.0543,-118.39,2/04/2020 ,2/04/2020 ,16:00:00,8,West LA,857,2,42,M,W,101,STREET,IC,Invest Cont,Other Crimes,OC,OC_cd,1300
11000 W  PICO                         BL,34.0383,-118.4324,3/01/2020 ,3/01/2020 ,13:15:00,8,West LA,884,2,65,M,W,210,RESTAURANT/FAST FOOD,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1202 0416 0446 0319
FULTON,34.1826,-118.3916,10/14/2020,10/01/2020,23:30:00,15,N Hollywood,1525,2,65,M,W,101,STREET,AA,Adult Arrest,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0930 1822
10400    CALIFA                       ST,34.1779,-118.3586,11/22/2020,11/20/2020,21:30:00,15,N Hollywood,1539,2,46,M,O,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1813 0400 0416
1200 W  38TH                         ST,34.0173,-118.2987,12/08/2020,12/08/2020,17:00:00,3,Southwest,377,2,21,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1822 0337 1236
10600    EL DORADO                    AV,34.2629,-118.4217,12/11/2020,12/11/2020,15:15:00,16,Foothill,1643,2,34,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0913 1814 0444
14700    PARTHENIA                    ST,34.2282,-118.4536,4/05/2020 ,4/05/2020 ,19:15:00,19,Mission,1984,2,39,M,H,108,PARKING LOT,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,444
6500    DENVER                       AV,33.9806,-118.2838,6/02/2020 ,6/02/2020 ,19:15:00,12,77th Street,1249,1,31,M,B,514,GROUP HOME,AA,Adult Arrest,Violent Crimes,FIXED OBJECT,305.0,0913 0329 0416 1402
1900 E  112TH                        ST,33.9334,-118.2364,11/04/2020,11/04/2020,07:00:00,18,Southeast,1849,2,39,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0800 0344 1817 0701 0913
3900    ROXANNE                      AV,34.0148,-118.3487,11/01/2020,11/01/2020,18:00:00,3,Southwest,362,1,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0344 0321 1202 1606
COLDWATER CA,34.1325,-118.3974,07/28/2020,2/02/2020 ,23:30:00,15,N Hollywood,1591,2,48,M,W,122,"VEHICLE, PASSENGER/TRUCK",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1814 0400
5500    OWENSMOUTH                   AV,34.1717,-118.6018,12/01/2020,12/01/2020,21:15:00,21,Topanga,2177,2,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,2000 2038
ALVARADO,34.0579,-118.2759,08/24/2020,08/23/2020,22:00:00,2,Rampart,246,1,32,F,B,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1218
MARTIN LUTHER KING JR        BL,34.0111,-118.2827,11/05/2020,11/05/2020,17:30:00,3,Southwest,378,1,29,F,H,101,STREET,IC,Invest Cont,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0344 1309 1822 0400 0605
1800    MIRAMAR                      ST,34.063,-118.2678,09/26/2020,09/26/2020,00:10:00,2,Rampart,236,1,27,F,H,101,STREET,AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0408 1814 0421 0416 0913
18000    LAKE ENCINO                  DR,34.1449,-118.5252,10/16/2020,08/29/2020,00:05:00,10,West Valley,1094,2,82,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1822 0935 1202 0928
12200    HART                         ST,34.1976,-118.3976,10/22/2020,10/20/2020,22:00:00,15,N Hollywood,1503,2,35,F,O,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1300
4500 S  HOOVER                       ST,33.9995,-118.2893,10/11/2020,10/11/2020,21:30:00,12,77th Street,1207,2,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 0400 0416 1814 2000
18500    CLARK                        ST,34.1704,-118.536,04/28/2020,04/28/2020,17:00:00,10,West Valley,1063,2,56,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,2000 1814 0913 2038
1000 W  39TH                         PL,34.0142,-118.2921,08/21/2020,08/21/2020,22:00:00,3,Southwest,379,2,28,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0361 0416 0305 0319 0446 0913
200 S  KENMORE                      AV,34.0709,-118.2985,8/09/2020 ,8/09/2020 ,14:10:00,20,Olympic,2016,1,42,F,H,102,SIDEWALK,IC,Invest Cont,Violent Crimes,UNKNOWN TYPE CUTTING INSTRUMENT,223.0,0913 1820 0411 1300
S  WESTLAKE                     AV,34.0634,-118.2705,2/10/2020 ,01/31/2020,11:20:00,2,Rampart,236,1,36,M,K,504,OTHER RESIDENCE,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0394
4600    COLISEUM                     ST,34.017,-118.3471,05/25/2020,05/25/2020,13:30:00,3,Southwest,362,2,34,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1309 0416 0446 0913
SATICOY,34.2074,-118.4182,09/17/2020,09/17/2020,02:30:00,15,N Hollywood,1501,2,22,F,H,101,STREET,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1813
900 S  CITRUS                       AV,34.0588,-118.3406,04/21/2020,04/20/2020,12:40:00,7,Wilshire,747,1,37,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1501
GRAND,34.0401,-118.2633,01/23/2021,06/22/2020,09:30:00,1,Central,182,1,25,M,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0352 1221 1609 1302 0358 1307
400 E  WASHINGTON                   BL,34.0289,-118.2602,1/02/2020 ,1/02/2020 ,15:25:00,13,Newton,1313,2,65,M,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1202 1266 0416
4000 N  LANKERSHIM                   BL,34.1413,-118.361,9/01/2020 ,9/01/2020 ,20:30:00,15,N Hollywood,1586,2,44,M,H,102,SIDEWALK,AA,Adult Arrest,Crimes against Public Order,VERBAL THREAT,511.0,1822 0421 1419 1402 1414 1218 2002
6900    KESTER                       AV,34.196,-118.4575,08/24/2020,08/22/2020,23:00:00,9,Van Nuys,914,1,37,M,H,108,PARKING LOT,AO,Adult Other,Property Crimes,PC,PC_cd,0344 1822 1300
600 S  SPRING                       ST,34.046,-118.2509,05/30/2020,05/29/2020,11:00:00,1,Central,164,1,25,M,O,203,OTHER BUSINESS,IC,Invest Cont,Property Crimes,PC,PC_cd,1609 0344 0329 1822 0352 0325
600 S  WESTERN                      AV,34.0655,-118.3114,02/15/2020,2/07/2020 ,19:00:00,20,Olympic,2022,1,32,M,A,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,344
800 S  WESTLAKE                     AV,34.0544,-118.2767,02/27/2020,02/27/2020,20:14:00,2,Rampart,265,2,34,M,H,119,"PORCH, RESIDENTIAL",IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2003 0342 0906 1206
9900 S  SAN PEDRO                    ST,33.9456,-118.2695,11/20/2020,11/20/2020,18:30:00,18,Southeast,1823,1,59,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Crimes against Public Order,UNKNOWN FIREARM,106.0,0906 1822 1300 0329
200    MARKET                       ST,33.9888,-118.4716,05/13/2020,05/13/2020,22:45:00,14,Pacific,1431,1,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Crimes against Public Order,FOLDING KNIFE,204.0,1814 0400 2000 0913 0334 1408 0421
600 S  SAN PEDRO                    ST,34.0421,-118.2469,07/29/2020,4/12/2020 ,12:00:00,1,Central,166,1,67,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1202 1218 1822 0394
2600 W  17TH                         ST,34.0418,-118.3177,5/11/2020 ,5/04/2020 ,09:05:00,7,Wilshire,779,1,29,M,W,121,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,Property Crimes,PC,PC_cd,344
2500    SAWTELLE                     BL,34.0334,-118.4371,11/07/2020,11/02/2020,12:30:00,8,West LA,892,1,26,F,B,120,STORAGE SHED,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1601 0321 1822 1608 1420
200    WORLD                        WY,33.9449,-118.4059,04/29/2020,04/29/2020,05:06:00,14,Pacific,1494,2,42,M,H,102,SIDEWALK,IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0329 1300
18500    SHERMAN                      WY,34.2012,-118.5392,8/10/2020 ,8/10/2020 ,13:30:00,10,West Valley,1012,1,38,M,H,101,STREET,IC,Invest Cont,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,1822 0416 1414 1218
22900    DOLOROSA                     ST,34.1701,-118.6255,9/02/2020 ,9/02/2020 ,12:30:00,21,Topanga,2173,2,64,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0701 0120
W  JEFFERSON                    BL,34.0256,-118.3177,4/11/2020 ,03/26/2020,12:00:00,3,Southwest,336,1,28,F,H,102,SIDEWALK,IC,Invest Cont,Property Crimes,PC,PC_cd,1606 0344 0385 1300
GLENDALE,34.0962,-118.2592,3/07/2020 ,02/20/2020,20:00:00,11,Northeast,1145,1,32,M,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,1307
39TH                         ST,34.0146,-118.313,05/18/2020,05/18/2020,03:10:00,3,Southwest,375,2,19,X,X,101,STREET,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1309 1822
MIDVALE                      AV,34.0548,-118.4426,5/12/2020 ,5/11/2020 ,21:30:00,8,West LA,833,1,19,M,H,707,GARAGE/CARPORT,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0346
1400 W  53RD                         ST,33.9941,-118.3002,11/16/2020,11/01/2020,08:00:00,12,77th Street,1215,2,29,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0100 1251 0922 1822
VENICE                       BL,34.0129,-118.4172,3/08/2020 ,02/22/2020,23:00:00,14,Pacific,1437,1,34,M,W,401,MINI-MART,IC,Invest Cont,Property Crimes,PC,PC_cd,344
S  WESTERN                      AV,34.0559,-118.3091,03/18/2020,03/18/2020,13:05:00,20,Olympic,2033,1,23,F,K,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,344
4600 W  MARTIN LUTHER KING JR        BL,34.0195,-118.3489,07/16/2020,05/20/2020,09:00:00,3,Southwest,362,2,64,F,B,602,BANK,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1202 0100 1822 0929
5000    COLISEUM                     ST,34.0183,-118.3536,01/17/2023,1/01/2020 ,09:00:00,3,Southwest,361,2,72,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,100
6400    SELMA                        AV,34.0998,-118.33,9/04/2020 ,9/04/2020 ,02:10:00,6,Hollywood,646,2,25,F,W,102,SIDEWALK,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1300 0400 0416 1822
3500    GREENWOOD                    AV,34.0059,-118.447,03/28/2020,03/28/2020,07:30:00,14,Pacific,1434,2,39,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1300
1400 W  37TH                         PL,34.02,-118.3029,7/09/2020 ,7/08/2020 ,21:00:00,3,Southwest,356,1,30,M,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,HAMMER,311.0,0334 0445 0913 0329 1300 1309
8700    PERSHING                     DR,33.9547,-118.4413,01/15/2020,1/12/2020 ,20:00:00,14,Pacific,1483,1,46,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,0344 1300 1402
5400 N  SEPULVEDA                    BL,34.1685,-118.4662,5/01/2020 ,04/27/2020,02:40:00,9,Van Nuys,952,1,58,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1606
500 S  SPRING                       ST,34.0468,-118.2502,12/22/2020,12/22/2020,08:00:00,1,Central,154,2,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1501 0913
VENTURA,34.1436,-118.3953,11/18/2020,11/17/2020,17:15:00,15,N Hollywood,1591,1,39,M,H,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,Property Crimes,PC,PC_cd,1300 0344
7800 N  LANKERSHIM                   BL,34.2166,-118.3919,09/22/2020,09/22/2020,12:00:00,16,Foothill,1684,1,43,M,H,101,STREET,IC,Invest Cont,Violent Crimes,FIXED OBJECT,305.0,2000 0913 1813 2004 1601 0447 0416
1900 S  GARTH                        AV,34.0407,-118.3791,12/14/2020,12/14/2020,12:30:00,8,West LA,889,1,64,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1202 0913 0603
4700    BEN                          AV,34.1558,-118.3943,06/25/2020,06/23/2020,17:00:00,15,N Hollywood,1553,1,33,M,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0385 1300 0344
600    WORLD WAY                    WY,33.942,-118.4095,04/17/2020,04/17/2020,14:00:00,14,Pacific,1494,2,25,M,O,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,Crimes against Public Order,VERBAL THREAT,511.0,421
5100 S  VAN NESS                     AV,33.9993,-118.3244,12/21/2020,12/10/2020,09:00:00,3,Southwest,392,2,7,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Persons,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 0522 0551 1251 1258
300 E  12TH                         ST,34.0363,-118.2573,05/25/2020,05/23/2020,15:00:00,1,Central,185,1,40,F,H,102,SIDEWALK,IC,Invest Cont,Violent Crimes,MACE/PEPPER SPRAY,512.0,0431 1822
9000    SEPULVEDA                    BL,34.2337,-118.4676,01/31/2020,01/31/2020,11:20:00,19,Mission,1972,1,27,F,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,Property Crimes,PC,PC_cd,325
HILL                         ST,34.0402,-118.2598,09/14/2020,08/28/2020,21:20:00,1,Central,185,1,31,M,B,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,1307 1822 0329 1609 0344
